OG	Dmel_ISO1_proteome	Dsan_STOCAGO1482_proteome	Dsim_w501_proteome	Dtei_GT53w_proteome	Dyak_NY73PB_proteome	Dyak_Tai18E2_proteome
OG0004055	FBtr0089630	jg6233.t1	FBtr0358727	jg3044.t1	jg9208.t1	jg6010.t1
OG0004056	FBtr0086813	jg6234.t1	FBtr0225335	jg3045.t1	jg9206.t1	jg6012.t1
OG0004057	FBtr0473584	jg6238.t1	FBtr0225332	jg3048.t1	jg9203.t1	jg6016.t1
OG0004058	FBtr0112627	jg6240.t1	FBtr0211245	jg3051.t1	jg9201.t1	jg6019.t1
OG0004059	FBtr0086787	jg6241.t1	FBtr0225328	jg3052.t1	jg9200.t1	jg6020.t1
OG0004060	FBtr0329994	jg6242.t1	FBtr0364748	jg3053.t1	jg9199.t1	jg6021.t1
OG0004061	FBtr0330001	jg6243.t1	FBtr0350587	jg3054.t1	jg9198.t1	jg6022.t1
OG0004062	FBtr0112389	jg6244.t1	FBtr0211247	jg3055.t1	jg9197.t1	jg6023.t1
OG0004063	FBtr0086783	jg6245.t1	FBtr0225326	jg3056.t1	jg9196.t1	jg6024.t1
OG0004064	FBtr0086733	jg6246.t1	FBtr0211248	jg3058.t1	jg9195.t1	jg6025.t1
OG0004065	FBtr0086734	jg6247.t1	FBtr0211249	jg3059.t1	jg9194.t1	jg6026.t1
OG0004066	FBtr0110966	jg6248.t1	FBtr0357981	jg3060.t1	jg9193.t1	jg6027.t1
OG0004067	FBtr0086735	jg6249.t1	FBtr0211250	jg3061.t1	jg9192.t1	jg6028.t1
OG0004068	FBtr0086781	jg6251.t1	FBtr0349582	jg3064.t1	jg9190.t1	jg6030.t1
OG0004069	FBtr0330000	jg6252.t1	FBtr0225323	jg3065.t1	jg9189.t1	jg6031.t1
OG0004070	FBtr0086744	jg6253.t1	FBtr0211253	jg3066.t1	jg9188.t1	jg6032.t1
OG0004071	FBtr0086745	jg6255.t1	FBtr0355588	jg3068.t1	jg9186.t1	jg6034.t1
OG0004072	FBtr0086746	jg6256.t1	FBtr0211255	jg3069.t1	jg9185.t1	jg6035.t1
OG0004073	FBtr0086775	jg6257.t1	FBtr0362228	jg3070.t1	jg9184.t1	jg6036.t1
OG0004074	FBtr0300664	jg6258.t1	FBtr0349013	jg3072.t1	jg9183.t1	jg6037.t1
OG0004075	FBtr0300662	jg6259.t1	FBtr0355723	jg3073.t1	jg9182.t1	jg6038.t1
OG0004076	FBtr0086773	jg6260.t1	FBtr0350544	jg3075.t1	jg9181.t1	jg6039.t1
OG0004077	FBtr0086749	jg6261.t1	FBtr0360435	jg3076.t1	jg9180.t1	jg6040.t1
OG0004078	FBtr0086772	jg6262.t1	FBtr0225319	jg3077.t1	jg9179.t1	jg6041.t1
OG0004079	FBtr0086750	jg6263.t1	FBtr0211257	jg3078.t1	jg9178.t1	jg6042.t1
OG0004080	FBtr0086771	jg6264.t1	FBtr0225318	jg3079.t1	jg9177.t1	jg6043.t1
OG0004081	FBtr0099994	jg6265.t1	FBtr0225316	jg3080.t1	jg9176.t1	jg6044.t1
OG0004082	FBtr0086754	jg6270.t1	FBtr0364345	jg3088.t1	jg9169.t1	jg6050.t1
OG0004083	FBtr0086768	jg6273.t1	FBtr0225310	jg3093.t2	jg9163.t1	jg6053.t1
OG0004084	FBtr0089842	jg6274.t1	FBtr0215350	jg3094.t1	jg9162.t1	jg6054.t1
OG0004085	FBtr0086756	jg6277.t1	FBtr0352083	jg3097.t1	jg9160.t1	jg6056.t1
OG0004086	FBtr0307185	jg6281.t1	FBtr0211271	jg3099.t1	jg9159.t1	jg6057.t1
OG0004087	FBtr0110803	jg6282.t1	FBtr0365427	jg3100.t1	jg9158.t1	jg6058.t1
OG0004088	FBtr0086729	jg6284.t1	FBtr0362338	jg3104.t1	jg9156.t1	jg6061.t1
OG0004089	FBtr0086668	jg6287.t1	FBtr0211279	jg3107.t1	jg9154.t1	jg6065.t1
OG0004090	FBtr0086726	jg6288.t1	FBtr0354502	jg3108.t1	jg9153.t1	jg6066.t1
OG0004091	FBtr0086672	jg6295.t1	FBtr0211283	jg3114.t1	jg9147.t1	jg6072.t1
OG0004092	FBtr0086677	jg6301.t1	FBtr0211288	jg3116.t1	jg9143.t1	jg6077.t1
OG0004093	FBtr0086725	jg6302.t1	FBtr0225303	jg3117.t1	jg9142.t1	jg6078.t1
OG0004094	FBtr0086679	jg6303.t1	FBtr0349126	jg3118.t1	jg9141.t1	jg6079.t1
OG0004095	FBtr0306637	jg6304.t2	FBtr0352419	jg3119.t1	jg9140.t2	jg6080.t2
OG0004096	FBtr0086691	jg6305.t1	FBtr0355876	jg3120.t1	jg9139.t1	jg6081.t1
OG0004097	FBtr0086693	jg6307.t1	FBtr0211294	jg3122.t1	jg9137.t1	jg6083.t1
OG0004098	FBtr0086694	jg6308.t1	FBtr0211295	jg3123.t1	jg9136.t1	jg6084.t1
OG0004099	FBtr0086723	jg6310.t1	FBtr0351929	jg3126.t1	jg9134.t1	jg6086.t1
OG0004100	FBtr0299806	jg6309.t1	FBtr0211296	jg3125.t1	jg9135.t1	jg6085.t1
OG0004101	FBtr0086696	jg6311.t2	FBtr0211297	jg3127.t1	jg9133.t1	jg6087.t1
OG0004102	FBtr0086722	jg6312.t1	FBtr0225299	jg3128.t1	jg9132.t1	jg6088.t1
OG0004103	FBtr0086720	jg6313.t1	FBtr0350902	jg3129.t1	jg9131.t1	jg6089.t1
OG0004104	FBtr0086697	jg6314.t1	FBtr0353736	jg3130.t1	jg9130.t1	jg6090.t1
OG0004105	FBtr0304867	jg6316.t2	FBtr0356646	jg3131.t1	jg9129.t2	jg6091.t1
OG0004106	FBtr0300421	jg6320.t1	FBtr0351256	jg3135.t1	jg9123.t1	jg6095.t1
OG0004107	FBtr0302904	jg6321.t1	FBtr0225292	jg3136.t1	jg9121.t1	jg6097.t1
OG0004108	FBtr0086705	jg6322.t1	FBtr0211305	jg3137.t1	jg9120.t1	jg6098.t1
OG0004109	FBtr0086714	jg6323.t1	FBtr0225291	jg3138.t1	jg9119.t1	jg6099.t1
OG0004110	FBtr0086706	jg6324.t1	FBtr0211306	jg3139.t1	jg9118.t1	jg6100.t1
OG0004111	FBtr0086707	jg6325.t1	FBtr0211307	jg3140.t1	jg9117.t1	jg6101.t1
OG0004112	FBtr0086713	jg6326.t1	FBtr0225290	jg3141.t1	jg9116.t1	jg6102.t1
OG0004113	FBtr0086712	jg6329.t1	FBtr0225289	jg3144.t1	jg9113.t1	jg6104.t1
OG0004114	FBtr0086708	jg6328.t1	FBtr0211308	jg3143.t1	jg9114.t1	jg6103.t1
OG0004115	FBtr0086709	jg6330.t1	FBtr0211309	jg3145.t1	jg9112.t1	jg6105.t1
OG0004116	FBtr0086710	jg6331.t1	FBtr0211310	jg3147.t1	jg9111.t1	jg6106.t1
OG0004117	FBtr0086661	jg6332.t1	FBtr0225288	jg3148.t2	jg9110.t1	jg6107.t1
OG0004118	FBtr0086657	jg6333.t1	FBtr0225285	jg3149.t1	jg9109.t1	jg6109.t1
OG0004119	FBtr0086654	jg6335.t1	FBtr0225282	jg3151.t1	jg9107.t1	jg6110.t1
OG0004120	FBtr0340390	jg6336.t1	FBtr0225280	jg3152.t1	jg9106.t1	jg6112.t1
OG0004121	FBtr0086652	jg6337.t1	FBtr0225279	jg3153.t1	jg9105.t1	jg6113.t1
OG0004122	FBtr0340487	jg6338.t1	FBtr0365389	jg3155.t1	jg9103.t1	jg6115.t1
OG0004123	FBtr0340486	jg6339.t1	FBtr0351579	jg3156.t1	jg9102.t1	jg6116.t1
OG0004124	FBtr0340485	jg6340.t1	FBtr0353738	jg3157.t1	jg9101.t1	jg6117.t1
OG0004125	FBtr0304025	jg6341.t1	FBtr0362205	jg3160.t1	jg9099.t1	jg6119.t1
OG0004126	FBtr0086607	jg6342.t1	FBtr0352520	jg3162.t1	jg9098.t1	jg6120.t1
OG0004127	FBtr0086647	jg6343.t1	FBtr0225276	jg3163.t1	jg9097.t1	jg6121.t1
OG0004128	FBtr0100053	jg6345.t1	FBtr0211316	jg3167.t1	jg9095.t1	jg6123.t1
OG0004129	FBtr0086643	jg6346.t1	FBtr0225273	jg3168.t1	jg9094.t1	jg6124.t1
OG0004130	FBtr0086642	jg6347.t1	FBtr0225272	jg3169.t1	jg9093.t1	jg6125.t1
OG0004131	FBtr0086609	jg6348.t1	FBtr0363796	jg3170.t1	jg9091.t1	jg6126.t1
OG0004132	FBtr0299943	jg6349.t1	FBtr0351604	jg3171.t1	jg9090.t1	jg6127.t1
OG0004133	FBtr0330004	jg6350.t2	FBtr0211320	jg3173.t1	jg9089.t1	jg6128.t1
OG0004134	FBtr0086639	jg6351.t1	FBtr0349775	jg3175.t1	jg9088.t1	jg6129.t1
OG0004135	FBtr0086613	jg6352.t1	FBtr0351741	jg3176.t1	jg9087.t1	jg6130.t1
OG0004137	FBtr0086634	jg6354.t1	FBtr0352404	jg3178.t1	jg9085.t1	jg6132.t1
OG0004138	FBtr0112862	jg6356.t1	FBtr0358759	jg3181.t1	jg9083.t1	jg6134.t1
OG0004139	FBtr0330605	jg6357.t1	FBtr0356018	jg3183.t1	jg9082.t1	jg6136.t1
OG0004140	FBtr0086617	jg6359.t1	FBtr0351426	jg3185.t1	jg9080.t1	jg6138.t1
OG0004141	FBtr0086629	jg6360.t1	FBtr0225266	jg3186.t1	jg9079.t1	jg6139.t1
OG0004142	FBtr0086618	jg6361.t1	FBtr0211325	jg3187.t1	jg9078.t1	jg6140.t1
OG0004143	FBtr0330054	jg6362.t1	FBtr0352549	jg3188.t1	jg9077.t1	jg6141.t1
OG0004144	FBtr0086627	jg6363.t1	FBtr0225262	jg3189.t1	jg9076.t1	jg6142.t1
OG0004145	FBtr0086619	jg6364.t1	FBtr0211326	jg3190.t1	jg9075.t1	jg6143.t1
OG0004146	FBtr0273238	jg6365.t1	FBtr0225261	jg3191.t1	jg9074.t1	jg6144.t1
OG0004147	FBtr0086622	jg6368.t1	FBtr0225258	jg3193.t1	jg9071.t1	jg6147.t1
OG0004148	FBtr0086620	jg6371.t1	FBtr0211327	jg3194.t1	jg9069.t1	jg6149.t1
OG0004149	FBtr0086602	jg6373.t1	FBtr0365346	jg3196.t1	jg9067.t1	jg6152.t1
OG0004150	FBtr0344564	jg6376.t1	FBtr0211331	jg3199.t1	jg9064.t1	jg6155.t1
OG0004151	FBtr0086601	jg6378.t1	FBtr0225255	jg3200.t1	jg9063.t1	jg6156.t1
OG0004152	FBtr0331978	jg6379.t1	FBtr0225254	jg3201.t1	jg9062.t1	jg6157.t1
OG0004153	FBtr0086570	jg6380.t1	FBtr0211333	jg3202.t1	jg9061.t1	jg6158.t1
OG0004154	FBtr0302494	jg6381.t1	FBtr0361388	jg3203.t1	jg9060.t1	jg6159.t1
OG0004155	FBtr0114622	jg6382.t1	FBtr0351978	jg3205.t1	jg9058.t1	jg6160.t1
OG0004156	FBtr0330056	jg6383.t1	FBtr0225253	jg3206.t2	jg9055.t1	jg6161.t1
OG0004157	FBtr0086597	jg6385.t1	FBtr0349390	jg3209.t1	jg9053.t1	jg6162.t1
OG0004158	FBtr0086596	jg6386.t1	FBtr0225250	jg3210.t1	jg9052.t1	jg6163.t1
OG0004159	FBtr0299568	jg6387.t1	FBtr0211337	jg3211.t1	jg9050.t1	jg6164.t1
OG0004160	FBtr0474126	jg6389.t1	FBtr0352305	jg3213.t1	jg9048.t1	jg6165.t1
OG0004161	FBtr0086579	jg6391.t1	FBtr0362723	jg3215.t1	jg9046.t1	jg6167.t1
OG0004162	FBtr0086590	jg6392.t1	FBtr0364689	jg3216.t1	jg9045.t1	jg6168.t1
OG0004163	FBtr0086580	jg6393.t1	FBtr0211340	jg3217.t2	jg9044.t1	jg6169.t1
OG0004164	FBtr0114623	jg6394.t1	FBtr0363465	jg3218.t2	jg9043.t1	jg6170.t1
OG0004165	FBtr0290312	jg6395.t5	FBtr0355904	jg3220.t4	jg9042.t4	jg6171.t1
OG0004166	FBtr0086504	jg6396.t1	FBtr0348788	jg3222.t1	jg9041.t1	jg6172.t1
OG0004167	FBtr0086505	jg6397.t1	FBtr0211345	jg3223.t1	jg9040.t1	jg6173.t1
OG0004168	FBtr0086509	jg6399.t1	FBtr0348671	jg3225.t1	jg9039.t1	jg6174.t1
OG0004169	FBtr0086510	jg6400.t1	FBtr0211347	jg3226.t1	jg9038.t1	jg6175.t1
OG0004170	FBtr0086511	jg6402.t1	FBtr0211348	jg3227.t1	jg9037.t1	jg6177.t1
OG0004171	FBtr0330058	jg6403.t1	FBtr0347654	jg3228.t1	jg9036.t1	jg6178.t1
OG0004172	FBtr0086563	jg6404.t1	FBtr0225243	jg3230.t1	jg9035.t1	jg6179.t1
OG0004173	FBtr0086514	jg6407.t1	FBtr0211351	jg3235.t1	jg9030.t1	jg6183.t1
OG0004174	FBtr0086515	jg6408.t1	FBtr0211352	jg3236.t1	jg9029.t1	jg6184.t1
OG0004175	FBtr0086560	jg6409.t1	FBtr0225240	jg3237.t1	jg9028.t1	jg6185.t1
OG0004176	FBtr0086516	jg6410.t1	FBtr0211353	jg3238.t1	jg9027.t1	jg6186.t1
OG0004177	FBtr0300283	jg6411.t1	FBtr0354725	jg3239.t1	jg9026.t1	jg6187.t1
OG0004178	FBtr0086558	jg6412.t1	FBtr0355529	jg3240.t1	jg9025.t1	jg6188.t1
OG0004179	FBtr0302390	jg6414.t1	FBtr0211355	jg2185.t1	jg9022.t1	jg6191.t1
OG0004180	FBtr0086518	jg6415.t1	FBtr0211356	jg2184.t1	jg9021.t1	jg6192.t1
OG0004182	FBtr0086551	jg6423.t1	FBtr0225234	jg2175.t1	jg9012.t1	jg6200.t1
OG0004183	FBtr0309113	jg6425.t2	FBtr0355109	jg2173.t1	jg9010.t1	jg6202.t1
OG0004184	FBtr0114605	jg6427.t1	FBtr0350932	jg2170.t1	jg9008.t1	jg6204.t1
OG0004185	FBtr0086531	jg6428.t1	FBtr0353330	jg2169.t1	jg9007.t1	jg6205.t1
OG0004186	FBtr0086533	jg6429.t1	FBtr0211365	jg2167.t1	jg9006.t1	jg6206.t1
OG0004187	FBtr0086534	jg6430.t1	FBtr0355392	jg2166.t1	jg9005.t1	jg6207.t1
OG0004188	FBtr0086540	jg6431.t1	FBtr0225230	jg2165.t1	jg9004.t1	jg6208.t1
OG0004189	FBtr0086535	jg6433.t1	FBtr0211366	jg2163.t1	jg9002.t1	jg6210.t1
OG0004190	FBtr0330245	jg6436.t1	FBtr0211369	jg2161.t4	jg8999.t1	jg6213.t2
OG0004191	FBtr0086502	jg6438.t1	FBtr0215125	jg2159.t1	jg8996.t1	jg6216.t1
OG0004192	FBtr0086501	jg6439.t1	FBtr0347636	jg2158.t1	jg8995.t1	jg6217.t1
OG0004193	FBtr0086462	jg6440.t1	FBtr0211371	jg2157.t1	jg8994.t1	jg6218.t1
OG0004194	FBtr0086500	jg6441.t1	FBtr0225227	jg2156.t1	jg8993.t1	jg6219.t1
OG0004195	FBtr0086463	jg6442.t1	FBtr0348295	jg2155.t1	jg8992.t1	jg6220.t1
OG0004196	FBtr0086499	jg6443.t1	FBtr0364864	jg2154.t1	jg8991.t1	jg6221.t1
OG0004197	FBtr0086464	jg6444.t1	FBtr0347664	jg2153.t1	jg8990.t1	jg6222.t1
OG0004198	FBtr0086465	jg6445.t1	FBtr0351890	jg2152.t1	jg8989.t1	jg6223.t1
OG0004199	FBtr0086327	jg6469.t1	FBtr0211388	jg7430.t1	jg8967.t1	jg6247.t1
OG0004200	FBtr0086329	jg6471.t1	FBtr0211390	jg7429.t2	jg8966.t1	jg6248.t1
OG0004201	FBtr0086343	jg6473.t1	FBtr0225215	jg2194.t1	jg14284.t1	jg6251.t1
OG0004202	FBtr0086340	jg6483.t1	FBtr0211398	jg7415.t1	jg14273.t1	jg6258.t1
OG0004203	FBtr0300692	jg6489.t1	FBtr0362627	jg7408.t1	jg14265.t1	jg6264.t1
OG0004204	FBtr0086324	jg6492.t1	FBtr0364594	jg7406.t1	jg14263.t1	jg6266.t1
OG0004205	FBtr0086313	jg6494.t1	FBtr0211404	jg7405.t1	jg14262.t1	jg6267.t1
OG0004206	FBtr0086315	jg6497.t1	FBtr0211407	jg7402.t1	jg14260.t1	jg6268.t1
OG0004207	FBtr0086323	jg6498.t1	FBtr0225207	jg7401.t1	jg14259.t1	jg6269.t1
OG0004208	FBtr0086322	jg6500.t1	FBtr0362937	jg7399.t1	jg14257.t1	jg6271.t1
OG0004209	FBtr0086321	jg6501.t1	FBtr0225205	jg7398.t1	jg14256.t1	jg6272.t1
OG0004210	FBtr0086320	jg6502.t1	FBtr0225204	jg7397.t1	jg14255.t1	jg6273.t1
OG0004211	FBtr0336634	jg6503.t1	FBtr0353124	jg7396.t1	jg14254.t1	jg6274.t1
OG0004212	FBtr0086270	jg6504.t1	FBtr0211409	jg7395.t1	jg14253.t1	jg6275.t1
OG0004213	FBtr0086306	jg6506.t1	FBtr0225201	jg7392.t1	jg14249.t1	jg6277.t1
OG0004214	FBtr0339542	jg6507.t1	FBtr0211411	jg7390.t1	jg14248.t1	jg6278.t1
OG0004215	FBtr0086277	jg6509.t1	FBtr0365114	jg7386.t1	jg14246.t1	jg6280.t1
OG0004216	FBtr0086304	jg6510.t1	FBtr0353615	jg7385.t1	jg14245.t1	jg6281.t1
OG0004217	FBtr0086302	jg6512.t1	FBtr0359880	jg7382.t1	jg14243.t1	jg6283.t1
OG0004218	FBtr0086278	jg6515.t1	FBtr0211415	jg7379.t1	jg14240.t1	jg6286.t1
OG0004219	FBtr0086299	jg6516.t1	FBtr0225194	jg7378.t1	jg14239.t1	jg6287.t1
OG0004220	FBtr0086298	jg6517.t1	FBtr0351031	jg7377.t1	jg14238.t1	jg6288.t1
OG0004221	FBtr0086282	jg6519.t1	FBtr0211417	jg7376.t1	jg14236.t1	jg6290.t1
OG0004222	FBtr0086280	jg6520.t1	FBtr0363827	jg7374.t1	jg14235.t1	jg6291.t1
OG0004223	FBtr0086297	jg6521.t1	FBtr0225192	jg7373.t1	jg14233.t1	jg6293.t1
OG0004224	FBtr0086284	jg6522.t1	FBtr0211420	jg7371.t1	jg14232.t1	jg6294.t1
OG0004225	FBtr0086286	jg6523.t1	FBtr0211421	jg7370.t1	jg14231.t1	jg6296.t1
OG0004226	FBtr0086288	jg6524.t1	FBtr0361080	jg7369.t1	jg14230.t1	jg6297.t1
OG0004227	FBtr0086289	jg6525.t1	FBtr0364160	jg7368.t1	jg14229.t1	jg6298.t1
OG0004228	FBtr0290122	jg6526.t1	FBtr0225191	jg7367.t1	jg14228.t1	jg6299.t1
OG0004229	FBtr0112775	jg6527.t1	FBtr0359590	jg7366.t1	jg14227.t1	jg6300.t1
OG0004230	FBtr0086295	jg6530.t1	FBtr0225189	jg7364.t1	jg14225.t1	jg6303.t1
OG0004231	FBtr0086214	jg6531.t1	FBtr0211429	jg7363.t1	jg14224.t1	jg6304.t1
OG0004232	FBtr0086216	jg6533.t1	FBtr0211431	jg7361.t1	jg14223.t1	jg6306.t1
OG0004233	FBtr0086217	jg6534.t1	FBtr0211432	jg7360.t1	jg14222.t1	jg6307.t1
OG0004234	FBtr0086268	jg6535.t1	FBtr0225187	jg7359.t1	jg14221.t1	jg6308.t1
OG0004235	FBtr0086267	jg6536.t1	FBtr0355108	jg7358.t1	jg14220.t1	jg6309.t1
OG0004236	FBtr0086266	jg6537.t1	FBtr0360275	jg7356.t1	jg14218.t1	jg6311.t1
OG0004237	FBtr0086263	jg6538.t1	FBtr0225183	jg7355.t1	jg14217.t1	jg6312.t1
OG0004238	FBtr0100495	jg6539.t1	FBtr0225182	jg7354.t1	jg14216.t1	jg6313.t1
OG0004239	FBtr0100677	jg6540.t1	FBtr0225180	jg7353.t1	jg14215.t1	jg6314.t1
OG0004240	FBtr0342701	jg6541.t1	FBtr0359652	jg7352.t1	jg14214.t1	jg6315.t1
OG0004241	FBtr0086259	jg6542.t1	FBtr0225179	jg7351.t1	jg14213.t1	jg6316.t1
OG0004242	FBtr0086221	jg6544.t1	FBtr0351569	jg7348.t1	jg14211.t1	jg6321.t1
OG0004243	FBtr0086255	jg6545.t1	FBtr0225175	jg7347.t1	jg14210.t1	jg6322.t1
OG0004244	FBtr0086225	jg6546.t1	FBtr0211435	jg7345.t1	jg14209.t1	jg6323.t1
OG0004245	FBtr0086254	jg6547.t1	FBtr0225174	jg7344.t1	jg14208.t1	jg6324.t1
OG0004246	FBtr0086253	jg6550.t1	FBtr0348693	jg7341.t1	jg14206.t1	jg6327.t1
OG0004247	FBtr0086252	jg6553.t1	FBtr0353460	jg7338.t1	jg14203.t1	jg6330.t1
OG0004248	FBtr0086229	jg6552.t1	FBtr0211437	jg7339.t1	jg14204.t1	jg6329.t1
OG0004249	FBtr0342716	jg6554.t1	FBtr0211438	jg7337.t1	jg14202.t1	jg6331.t1
OG0004250	FBtr0086231	jg6555.t1	FBtr0211440	jg7336.t1	jg14201.t1	jg6332.t1
OG0004251	FBtr0091786	jg6557.t1	FBtr0225170	jg7333.t1	jg14199.t1	jg6334.t1
OG0004252	FBtr0086232	jg6558.t1	FBtr0211441	jg7332.t1	jg14198.t1	jg6335.t1
OG0004253	FBtr0342717	jg6561.t1	FBtr0353948	jg7328.t1	jg14195.t1	jg6338.t1
OG0004254	FBtr0086249	jg6559.t1	FBtr0225169	jg7331.t1	jg14197.t1	jg6336.t1
OG0004255	FBtr0086248	jg6560.t1	FBtr0225168	jg7330.t1	jg14196.t1	jg6337.t1
OG0004256	FBtr0086235	jg6562.t1	FBtr0211443	jg7327.t1	jg14194.t1	jg6339.t1
OG0004257	FBtr0086245	jg6563.t1	FBtr0352643	jg7326.t1	jg14193.t1	jg6340.t1
OG0004258	FBtr0086242	jg6564.t1	FBtr0225166	jg7325.t1	jg14192.t1	jg6341.t1
OG0004259	FBtr0086236	jg6565.t1	FBtr0211444	jg7324.t1	jg14191.t1	jg6342.t1
OG0004260	FBtr0086241	jg6567.t1	FBtr0225165	jg7323.t1	jg14189.t1	jg6344.t1
OG0004261	FBtr0086237	jg6569.t1	FBtr0211445	jg7321.t1	jg14187.t1	jg6346.t1
OG0004262	FBtr0086240	jg6572.t1	FBtr0354492	jg7319.t1	jg14185.t1	jg6348.t1
OG0004263	FBtr0112395	jg6575.t1	FBtr0211448	jg7316.t1	jg14183.t1	jg6350.t1
OG0004264	FBtr0086239	jg6576.t1	FBtr0359637	jg7315.t1	jg14182.t1	jg6351.t1
OG0004266	FBtr0310388	jg6580.t1	FBtr0363676	jg7310.t1	jg14176.t1	jg6355.t1
OG0004267	FBtr0342791	jg6581.t1	FBtr0211450	jg7309.t1	jg14175.t1	jg6356.t1
OG0004268	FBtr0071562	jg6583.t1	FBtr0356460	jg7308.t1	jg14174.t1	jg6358.t1
OG0004269	FBtr0335284	jg6588.t1	FBtr0364538	jg7302.t1	jg14170.t1	jg6364.t1
OG0004270	FBtr0113368	jg6589.t1	FBtr0353066	jg7301.t1	jg14169.t1	jg6365.t2
OG0004271	FBtr0304717	jg6591.t1	FBtr0361554	jg7300.t1	jg14167.t1	jg6366.t1
OG0004272	FBtr0071556	jg6596.t1	FBtr0225153	jg7293.t1	jg14162.t1	jg6370.t1
OG0004273	FBtr0071555	jg6597.t1	FBtr0225152	jg7292.t1	jg14161.t1	jg6371.t1
OG0004274	FBtr0110813	jg6598.t1	FBtr0211460	jg7291.t1	jg14160.t1	jg6372.t1
OG0004275	FBtr0071520	jg6599.t1	FBtr0211461	jg7290.t1	jg14159.t1	jg6373.t1
OG0004276	FBtr0071554	jg6600.t1	FBtr0225150	jg7289.t1	jg14158.t1	jg6374.t1
OG0004277	FBtr0342788	jg6601.t1	FBtr0355874	jg7288.t1	jg14157.t1	jg6376.t1
OG0004278	FBtr0071553	jg6602.t1	FBtr0350710	jg7286.t1	jg14156.t1	jg6377.t1
OG0004279	FBtr0273396	jg6603.t1	FBtr0360978	jg7284.t1	jg14155.t1	jg6378.t1
OG0004280	FBtr0273414	jg6604.t1	FBtr0225147	jg7283.t1	jg14154.t1	jg6379.t1
OG0004281	FBtr0071522	jg6605.t1	FBtr0211463	jg7282.t1	jg14153.t1	jg6380.t1
OG0004282	FBtr0332594	jg6606.t2	FBtr0358984	jg7281.t1	jg14152.t1	jg6381.t1
OG0004283	FBtr0071549	jg6607.t1	FBtr0354379	jg7280.t1	jg14151.t1	jg6382.t1
OG0004284	FBtr0071548	jg6608.t1	FBtr0225145	jg7279.t1	jg14150.t1	jg6383.t1
OG0004285	FBtr0071526	jg6609.t1	FBtr0211465	jg7278.t1	jg14149.t1	jg6384.t1
OG0004286	FBtr0071547	jg6610.t1	FBtr0355650	jg7277.t1	jg14148.t1	jg6385.t1
OG0004287	FBtr0071528	jg6611.t1	FBtr0349122	jg7276.t1	jg14147.t1	jg6386.t1
OG0004288	FBtr0071530	jg6613.t1	FBtr0211467	jg7274.t1	jg14145.t1	jg6388.t1
OG0004289	FBtr0071546	jg6614.t1	FBtr0225142	jg7273.t1	jg14144.t1	jg6389.t1
OG0004290	FBtr0071532	jg6615.t1	FBtr0211468	jg7272.t1	jg14143.t1	jg6390.t1
OG0004291	FBtr0071545	jg6616.t1	FBtr0225141	jg7271.t1	jg14142.t1	jg6391.t1
OG0004292	FBtr0071533	jg6617.t1	FBtr0361795	jg7270.t1	jg14141.t1	jg6392.t1
OG0004293	FBtr0071534	jg6618.t1	FBtr0357345	jg7269.t1	jg14140.t1	jg6393.t1
OG0004294	FBtr0071544	jg6619.t1	FBtr0354806	jg7268.t1	jg14139.t1	jg6394.t1
OG0004295	FBtr0071541	jg6622.t1	FBtr0349084	jg7265.t1	jg14136.t1	jg6396.t1
OG0004296	FBtr0071539	jg6623.t1	FBtr0211470	jg7264.t1	jg14135.t1	jg6397.t2
OG0004297	FBtr0071640	jg6624.t1	FBtr0225136	jg7263.t1	jg14134.t1	jg6398.t1
OG0004298	FBtr0071639	jg6626.t1	FBtr0225135	jg7261.t1	jg14132.t1	jg6400.t1
OG0004299	FBtr0342842	jg6629.t1	FBtr0354947	jg7257.t1	jg14128.t1	jg6405.t1
OG0004300	FBtr0071567	jg6628.t1	FBtr0362077	jg7258.t1	jg14129.t1	jg6404.t1
OG0004301	FBtr0071637	jg6630.t1	FBtr0225134	jg7256.t1	jg14127.t1	jg6406.t1
OG0004302	FBtr0071569	jg6631.t1	FBtr0211475	jg7254.t1	jg14126.t1	jg6407.t1
OG0004303	FBtr0071636	jg6632.t1	FBtr0357774	jg7252.t1	jg14125.t1	jg6408.t1
OG0004304	FBtr0071570	jg6633.t1	FBtr0361391	jg7250.t1	jg14124.t1	jg6409.t1
OG0004305	FBtr0071573	jg6636.t1	FBtr0211479	jg7248.t1	jg14121.t1	jg6411.t1
OG0004306	FBtr0071635	jg6637.t1	FBtr0225132	jg7247.t1	jg14120.t1	jg6412.t1
OG0004307	FBtr0330235	jg6638.t1	FBtr0349054	jg7246.t1	jg14119.t1	jg6413.t1
OG0004308	FBtr0113100	jg6639.t1	FBtr0357058	jg7245.t1	jg14118.t1	jg6414.t1
OG0004309	FBtr0071575	jg6640.t1	FBtr0211480	jg7244.t1	jg14117.t1	jg6415.t1
OG0004310	FBtr0071628	jg6641.t1	FBtr0225130	jg7243.t1	jg14116.t1	jg6416.t1
OG0004311	FBtr0071576	jg6642.t1	FBtr0211481	jg7242.t1	jg14115.t1	jg6417.t1
OG0004312	FBtr0071627	jg6644.t1	FBtr0225129	jg7240.t1	jg14113.t1	jg6419.t1
OG0004313	FBtr0071580	jg6645.t2	FBtr0364479	jg7239.t1	jg14112.t1	jg6420.t1
OG0004314	FBtr0071582	jg6647.t1	FBtr0353781	jg7238.t1	jg14111.t1	jg6421.t1
