OG	Dtei	Dsim	Dyak	Dmel	Dsan
OG0001691.intron1	jg4089.t1.intron1	FBtr0356989.intron2	jg1181.t1.intron1	FBtr0079150.intron1	jg1746.t1.intron1
OG0001691.intron2	jg4089.t1.intron2	FBtr0356989.intron3	jg1181.t1.intron2	FBtr0079150.intron2	jg1746.t1.intron2
OG0001699.intron1	jg4098.t1.intron1	FBtr0223284.intron1	jg1189.t1.intron1	FBtr0079173.intron1	jg1737.t1.intron1
OG0001700.intron1	jg4099.t1.intron1	FBtr0350962.intron1	jg1190.t1.intron1	FBtr0079233.intron1	jg1736.t1.intron1
OG0001700.intron2	jg4099.t1.intron2	FBtr0350962.intron2	jg1190.t1.intron2	FBtr0079233.intron2	jg1736.t1.intron2
OG0001701.intron1	jg4101.t1.intron1	FBtr0223286.intron1	jg1192.t1.intron1	FBtr0079179.intron1	jg1734.t1.intron1
OG0001702.intron1	jg4102.t1.intron1	FBtr0222526.intron1	jg1193.t1.intron1	FBtr0079231.intron1	jg1733.t1.intron1
OG0001702.intron2	jg4102.t1.intron2	FBtr0222526.intron2	jg1193.t1.intron2	FBtr0079231.intron2	jg1733.t1.intron2
OG0001702.intron3	jg4102.t1.intron3	FBtr0222526.intron3	jg1193.t1.intron3	FBtr0079231.intron3	jg1733.t1.intron3
OG0001703.intron1	jg4103.t1.intron1	FBtr0223287.intron1	jg1194.t1.intron1	FBtr0113024.intron1	jg1732.t1.intron1
OG0001703.intron2	jg4103.t1.intron2	FBtr0223287.intron2	jg1194.t1.intron2	FBtr0113024.intron2	jg1732.t1.intron2
OG0001703.intron4	jg4103.t1.intron4	FBtr0223287.intron5	jg1194.t1.intron4	FBtr0113024.intron5	jg1732.t1.intron4
OG0001704.intron1	jg4105.t1.intron1	FBtr0222521.intron1	jg1196.t1.intron1	FBtr0079228.intron1	jg1729.t1.intron1
OG0001704.intron2	jg4105.t1.intron2	FBtr0222521.intron2	jg1196.t1.intron2	FBtr0079228.intron2	jg1729.t1.intron2
OG0001704.intron3	jg4105.t1.intron3	FBtr0222521.intron3	jg1196.t1.intron3	FBtr0079228.intron3	jg1729.t1.intron3
OG0001704.intron4	jg4105.t1.intron4	FBtr0222521.intron4	jg1196.t1.intron4	FBtr0079228.intron4	jg1729.t1.intron4
OG0001704.intron5	jg4105.t1.intron5	FBtr0222521.intron5	jg1196.t1.intron5	FBtr0079228.intron5	jg1729.t1.intron5
OG0001704.intron6	jg4105.t1.intron6	FBtr0222521.intron6	jg1196.t1.intron6	FBtr0079228.intron6	jg1729.t1.intron6
OG0001704.intron7	jg4105.t1.intron7	FBtr0222521.intron7	jg1196.t1.intron7	FBtr0079228.intron7	jg1729.t1.intron7
OG0001704.intron8	jg4105.t1.intron8	FBtr0222521.intron8	jg1196.t1.intron8	FBtr0079228.intron8	jg1729.t1.intron8
OG0001707.intron1	jg4109.t1.intron1	FBtr0222519.intron1	jg1199.t1.intron1	FBtr0079225.intron1	jg1725.t1.intron1
OG0001708.intron1	jg4110.t1.intron1	FBtr0222518.intron1	jg1200.t1.intron1	FBtr0343131.intron1	jg1724.t1.intron1
OG0001708.intron2	jg4110.t1.intron2	FBtr0222518.intron2	jg1200.t1.intron2	FBtr0343131.intron2	jg1724.t1.intron2
OG0001708.intron5	jg4110.t1.intron5	FBtr0222518.intron5	jg1200.t1.intron5	FBtr0343131.intron5	jg1724.t1.intron5
OG0001709.intron1	jg4111.t1.intron1	FBtr0354988.intron1	jg1201.t1.intron1	FBtr0079223.intron1	jg1723.t1.intron1
OG0001711.intron1	jg4113.t1.intron1	FBtr0223289.intron1	jg1203.t1.intron1	FBtr0079182.intron1	jg1721.t1.intron1
OG0001711.intron2	jg4113.t1.intron2	FBtr0223289.intron2	jg1203.t1.intron2	FBtr0079182.intron2	jg1721.t1.intron2
OG0001711.intron3	jg4113.t1.intron3	FBtr0223289.intron3	jg1203.t1.intron3	FBtr0079182.intron3	jg1721.t1.intron3
OG0001711.intron4	jg4113.t1.intron4	FBtr0223289.intron4	jg1203.t1.intron4	FBtr0079182.intron4	jg1721.t1.intron4
OG0001712.intron1	jg4114.t1.intron2	FBtr0222515.intron1	jg1204.t1.intron1	FBtr0079219.intron1	jg1720.t1.intron1
OG0001712.intron2	jg4114.t1.intron3	FBtr0222515.intron2	jg1204.t1.intron2	FBtr0079219.intron2	jg1720.t1.intron2
OG0001714.intron1	jg4117.t1.intron1	FBtr0223290.intron1	jg1207.t1.intron1	FBtr0079183.intron1	jg1717.t1.intron1
OG0001714.intron2	jg4117.t1.intron2	FBtr0223290.intron2	jg1207.t1.intron2	FBtr0079183.intron2	jg1717.t1.intron2
OG0001714.intron3	jg4117.t1.intron3	FBtr0223290.intron3	jg1207.t1.intron3	FBtr0079183.intron3	jg1717.t1.intron3
OG0001715.intron3	jg4118.t1.intron3	FBtr0223291.intron1	jg1208.t1.intron1	FBtr0079185.intron1	jg1716.t1.intron3
OG0001715.intron4	jg4118.t1.intron4	FBtr0223291.intron2	jg1208.t1.intron2	FBtr0079185.intron2	jg1716.t1.intron4
OG0001716.intron1	jg4119.t1.intron1	FBtr0360071.intron1	jg1209.t1.intron1	FBtr0079187.intron1	jg1715.t1.intron2
OG0001716.intron2	jg4119.t1.intron2	FBtr0360071.intron2	jg1209.t1.intron2	FBtr0079187.intron2	jg1715.t1.intron3
OG0001717.intron1	jg4122.t1.intron1	FBtr0223292.intron1	jg1211.t1.intron1	FBtr0079188.intron1	jg1712.t1.intron1
OG0001718.intron1	jg4123.t1.intron1	FBtr0222511.intron1	jg1212.t1.intron1	FBtr0079215.intron1	jg1711.t1.intron1
OG0001718.intron2	jg4123.t1.intron2	FBtr0222511.intron2	jg1212.t1.intron2	FBtr0079215.intron2	jg1711.t1.intron2
OG0001719.intron1	jg4124.t1.intron2	FBtr0223293.intron2	jg1213.t1.intron1	FBtr0079189.intron2	jg1710.t1.intron2
OG0001720.intron1	jg4125.t1.intron1	FBtr0222510.intron1	jg1214.t1.intron1	FBtr0302213.intron1	jg1709.t1.intron1
OG0001721.intron1	jg4126.t1.intron1	FBtr0223294.intron1	jg1215.t1.intron1	FBtr0079191.intron1	jg1708.t1.intron1
OG0001721.intron2	jg4126.t1.intron2	FBtr0223294.intron2	jg1215.t1.intron2	FBtr0079191.intron2	jg1708.t1.intron2
OG0001722.intron2	jg4127.t1.intron2	FBtr0222509.intron2	jg1216.t1.intron1	FBtr0079213.intron2	jg1707.t1.intron2
OG0001723.intron1	jg4128.t1.intron1	FBtr0223295.intron1	jg1217.t1.intron1	FBtr0079192.intron1	jg1706.t1.intron1
OG0001723.intron2	jg4128.t1.intron2	FBtr0223295.intron2	jg1217.t1.intron2	FBtr0079192.intron2	jg1706.t1.intron2
OG0001723.intron3	jg4128.t1.intron3	FBtr0223295.intron3	jg1217.t1.intron3	FBtr0079192.intron3	jg1706.t1.intron3
OG0001724.intron2	jg3647.t1.intron2	FBtr0361840.intron2	jg954.t1.intron2	FBtr0344438.intron2	jg865.t1.intron2
OG0001724.intron3	jg3647.t1.intron3	FBtr0361840.intron3	jg954.t1.intron3	FBtr0344438.intron3	jg865.t1.intron3
OG0001725.intron1	jg3648.t1.intron1	FBtr0222508.intron1	jg953.t1.intron1	FBtr0079211.intron1	jg864.t1.intron1
OG0001725.intron2	jg3648.t1.intron2	FBtr0222508.intron2	jg953.t1.intron2	FBtr0079211.intron2	jg864.t1.intron2
OG0001725.intron3	jg3648.t1.intron3	FBtr0222508.intron3	jg953.t1.intron3	FBtr0079211.intron3	jg864.t1.intron3
OG0001727.intron2	jg3650.t1.intron2	FBtr0362374.intron2	jg951.t1.intron2	FBtr0304908.intron2	jg862.t1.intron2
OG0001727.intron3	jg3650.t1.intron3	FBtr0362374.intron3	jg951.t1.intron3	FBtr0304908.intron3	jg862.t1.intron3
OG0001727.intron4	jg3650.t1.intron4	FBtr0362374.intron4	jg951.t1.intron4	FBtr0304908.intron4	jg862.t1.intron4
OG0001727.intron5	jg3650.t1.intron5	FBtr0362374.intron5	jg951.t1.intron5	FBtr0304908.intron5	jg862.t1.intron5
OG0001729.intron2	jg3652.t1.intron2	FBtr0222507.intron2	jg949.t1.intron1	FBtr0346267.intron2	jg860.t1.intron2
OG0001729.intron3	jg3652.t1.intron3	FBtr0222507.intron3	jg949.t1.intron2	FBtr0346267.intron3	jg860.t1.intron3
OG0001731.intron1	jg3654.t1.intron1	FBtr0290180.intron1	jg947.t1.intron1	FBtr0303078.intron1	jg858.t1.intron1
OG0001735.intron1	jg3662.t1.intron1	FBtr0222501.intron1	jg933.t1.intron1	FBtr0079285.intron1	jg848.t1.intron1
OG0001739.intron1	jg3712.t1.intron1	FBtr0356580.intron1	jg908.t1.intron1	FBtr0079270.intron1	jg824.t1.intron1
OG0001739.intron2	jg3712.t1.intron2	FBtr0356580.intron2	jg908.t1.intron2	FBtr0079270.intron2	jg824.t1.intron2
OG0001740.intron2	jg3713.t1.intron3	FBtr0357963.intron2	jg907.t1.intron2	FBtr0079268.intron2	jg823.t1.intron3
OG0001741.intron1	jg3714.t1.intron1	FBtr0222483.intron1	jg906.t1.intron1	FBtr0079267.intron1	jg822.t1.intron1
OG0001741.intron2	jg3714.t1.intron2	FBtr0222483.intron2	jg906.t1.intron2	FBtr0079267.intron2	jg822.t1.intron2
OG0001742.intron1	jg3715.t1.intron1	FBtr0222482.intron1	jg905.t1.intron1	FBtr0079266.intron1	jg821.t1.intron1
OG0001742.intron2	jg3715.t1.intron2	FBtr0222482.intron2	jg905.t1.intron2	FBtr0079266.intron2	jg821.t1.intron2
OG0001742.intron3	jg3715.t1.intron3	FBtr0222482.intron3	jg905.t1.intron3	FBtr0079266.intron3	jg821.t1.intron3
OG0001743.intron3	jg3716.t1.intron4	FBtr0348083.intron3	jg904.t1.intron4	FBtr0079260.intron3	jg820.t1.intron3
OG0001744.intron1	jg3717.t1.intron1	FBtr0356242.intron1	jg903.t1.intron1	FBtr0079265.intron1	jg819.t1.intron2
OG0001746.intron1	jg3719.t1.intron1	FBtr0222480.intron1	jg901.t1.intron1	FBtr0079264.intron1	jg817.t1.intron1
OG0001746.intron2	jg3719.t1.intron2	FBtr0222480.intron2	jg901.t1.intron2	FBtr0079264.intron2	jg817.t1.intron2
OG0001746.intron3	jg3719.t1.intron3	FBtr0222480.intron3	jg901.t1.intron3	FBtr0079264.intron3	jg817.t1.intron3
OG0001747.intron1	jg3720.t1.intron1	FBtr0362353.intron1	jg900.t1.intron1	FBtr0079262.intron1	jg816.t1.intron1
OG0001747.intron2	jg3720.t1.intron2	FBtr0362353.intron2	jg900.t1.intron2	FBtr0079262.intron2	jg816.t1.intron2
OG0001747.intron3	jg3720.t1.intron3	FBtr0362353.intron3	jg900.t1.intron3	FBtr0079262.intron3	jg816.t1.intron3
OG0001747.intron4	jg3720.t1.intron4	FBtr0362353.intron4	jg900.t1.intron4	FBtr0079262.intron4	jg816.t1.intron4
OG0001747.intron5	jg3720.t1.intron5	FBtr0362353.intron5	jg900.t1.intron5	FBtr0079262.intron5	jg816.t1.intron5
OG0001748.intron1	jg3721.t1.intron1	FBtr0222479.intron1	jg899.t1.intron1	FBtr0079263.intron1	jg815.t1.intron1
OG0001749.intron1	jg3723.t1.intron1	FBtr0223325.intron1	jg897.t1.intron1	FBtr0079286.intron1	jg813.t1.intron1
OG0001749.intron2	jg3723.t1.intron2	FBtr0223325.intron2	jg897.t1.intron2	FBtr0079286.intron2	jg813.t1.intron2
OG0001750.intron1	jg3724.t1.intron1	FBtr0223326.intron1	jg896.t1.intron1	FBtr0079287.intron1	jg812.t1.intron1
OG0001750.intron2	jg3724.t1.intron2	FBtr0223326.intron2	jg896.t1.intron2	FBtr0079287.intron2	jg812.t1.intron2
OG0001750.intron3	jg3724.t1.intron3	FBtr0223326.intron3	jg896.t1.intron3	FBtr0079287.intron3	jg812.t1.intron3
OG0001751.intron4	jg3725.t2.intron4	FBtr0222478.intron3	jg895.t1.intron2	FBtr0079335.intron3	jg810.t2.intron4
OG0001751.intron5	jg3725.t2.intron5	FBtr0222478.intron4	jg895.t1.intron3	FBtr0079335.intron4	jg810.t2.intron5
OG0001752.intron2	jg3728.t1.intron2	FBtr0222476.intron2	jg893.t1.intron2	FBtr0079333.intron2	jg809.t1.intron2
OG0001753.intron1	jg3729.t1.intron1	FBtr0223328.intron1	jg892.t1.intron1	FBtr0079288.intron1	jg808.t1.intron1
OG0001753.intron2	jg3729.t1.intron2	FBtr0223328.intron2	jg892.t1.intron2	FBtr0079288.intron2	jg808.t1.intron2
OG0001754.intron1	jg3730.t1.intron1	FBtr0223329.intron1	jg891.t1.intron1	FBtr0079289.intron1	jg807.t1.intron1
OG0001755.intron1	jg3731.t1.intron1	FBtr0222475.intron1	jg890.t1.intron1	FBtr0079332.intron1	jg806.t1.intron1
OG0001758.intron1	jg3734.t1.intron1	FBtr0350542.intron1	jg887.t1.intron1	FBtr0343159.intron1	jg803.t2.intron1
OG0001758.intron2	jg3734.t1.intron2	FBtr0350542.intron2	jg887.t1.intron2	FBtr0343159.intron2	jg803.t2.intron2
OG0001758.intron3	jg3734.t1.intron3	FBtr0350542.intron3	jg887.t1.intron3	FBtr0343159.intron3	jg803.t2.intron3
OG0001758.intron4	jg3734.t1.intron4	FBtr0350542.intron4	jg887.t1.intron4	FBtr0343159.intron4	jg803.t2.intron4
OG0001758.intron5	jg3734.t1.intron5	FBtr0350542.intron5	jg887.t1.intron5	FBtr0343159.intron5	jg803.t2.intron5
OG0001758.intron6	jg3734.t1.intron6	FBtr0350542.intron6	jg887.t1.intron6	FBtr0343159.intron6	jg803.t2.intron6
OG0001758.intron7	jg3734.t1.intron7	FBtr0350542.intron7	jg887.t1.intron7	FBtr0343159.intron7	jg803.t2.intron7
OG0001758.intron8	jg3734.t1.intron8	FBtr0350542.intron8	jg887.t1.intron8	FBtr0343159.intron8	jg803.t2.intron8
OG0001759.intron2	jg3736.t1.intron2	FBtr0223331.intron2	jg886.t1.intron2	FBtr0079291.intron2	jg801.t1.intron2
OG0001759.intron3	jg3736.t1.intron3	FBtr0223331.intron3	jg886.t1.intron3	FBtr0079291.intron3	jg801.t1.intron3
OG0001760.intron1	jg3737.t1.intron1	FBtr0222472.intron1	jg885.t1.intron1	FBtr0113026.intron1	jg800.t1.intron1
OG0001760.intron2	jg3737.t1.intron2	FBtr0222472.intron2	jg885.t1.intron2	FBtr0113026.intron2	jg800.t1.intron2
OG0001760.intron3	jg3737.t1.intron3	FBtr0222472.intron3	jg885.t1.intron3	FBtr0113026.intron3	jg800.t1.intron3
OG0001761.intron1	jg3920.t1.intron1	FBtr0222471.intron1	jg883.t1.intron1	FBtr0079327.intron1	jg798.t1.intron1
OG0001761.intron2	jg3920.t1.intron2	FBtr0222471.intron2	jg883.t1.intron2	FBtr0079327.intron2	jg798.t1.intron2
OG0001761.intron3	jg3920.t1.intron3	FBtr0222471.intron3	jg883.t1.intron3	FBtr0079327.intron3	jg798.t1.intron3
OG0001761.intron4	jg3920.t1.intron4	FBtr0222471.intron4	jg883.t1.intron4	FBtr0079327.intron4	jg798.t1.intron4
OG0001761.intron5	jg3920.t1.intron5	FBtr0222471.intron5	jg883.t1.intron5	FBtr0079327.intron5	jg798.t1.intron5
OG0001761.intron6	jg3920.t1.intron6	FBtr0222471.intron6	jg883.t1.intron6	FBtr0079327.intron6	jg798.t1.intron6
OG0001762.intron2	jg3921.t2.intron2	FBtr0352724.intron2	jg882.t1.intron2	FBtr0331187.intron2	jg797.t1.intron2
OG0001762.intron3	jg3921.t2.intron3	FBtr0352724.intron3	jg882.t1.intron3	FBtr0331187.intron3	jg797.t1.intron3
OG0001762.intron4	jg3921.t2.intron4	FBtr0352724.intron4	jg882.t1.intron4	FBtr0331187.intron4	jg797.t1.intron4
OG0001762.intron6	jg3921.t2.intron6	FBtr0352724.intron7	jg882.t1.intron6	FBtr0331187.intron7	jg797.t1.intron6
OG0001763.intron3	jg3922.t1.intron3	FBtr0223333.intron3	jg881.t1.intron3	FBtr0079295.intron3	jg796.t1.intron4
OG0001763.intron4	jg3922.t1.intron4	FBtr0223333.intron4	jg881.t1.intron4	FBtr0079295.intron4	jg796.t1.intron5
OG0001763.intron5	jg3922.t1.intron5	FBtr0223333.intron5	jg881.t1.intron5	FBtr0079295.intron5	jg796.t1.intron6
OG0001763.intron6	jg3922.t1.intron6	FBtr0223333.intron6	jg881.t1.intron6	FBtr0079295.intron6	jg796.t1.intron7
OG0001764.intron1	jg3925.t1.intron1	FBtr0223334.intron1	jg878.t1.intron1	FBtr0079297.intron1	jg793.t1.intron1
OG0001764.intron2	jg3925.t1.intron2	FBtr0223334.intron2	jg878.t1.intron2	FBtr0079297.intron2	jg793.t1.intron2
OG0001765.intron1	jg3926.t1.intron1	FBtr0222467.intron1	jg877.t1.intron1	FBtr0079323.intron1	jg792.t1.intron1
OG0001765.intron2	jg3926.t1.intron2	FBtr0222467.intron2	jg877.t1.intron2	FBtr0079323.intron2	jg792.t1.intron2
OG0001767.intron1	jg3928.t1.intron1	FBtr0222466.intron1	jg875.t1.intron1	FBtr0079322.intron1	jg790.t1.intron1
OG0001767.intron2	jg3928.t1.intron2	FBtr0222466.intron2	jg875.t1.intron2	FBtr0079322.intron2	jg790.t1.intron2
OG0001767.intron3	jg3928.t1.intron3	FBtr0222466.intron3	jg875.t1.intron3	FBtr0079322.intron3	jg790.t1.intron3
OG0001770.intron2	jg3932.t1.intron2	FBtr0222464.intron2	jg871.t1.intron2	FBtr0079320.intron2	jg786.t1.intron3
OG0001770.intron3	jg3932.t1.intron3	FBtr0222464.intron3	jg871.t1.intron3	FBtr0079320.intron3	jg786.t1.intron4
OG0001770.intron4	jg3932.t1.intron4	FBtr0222464.intron4	jg871.t1.intron4	FBtr0079320.intron4	jg786.t1.intron5
OG0001770.intron5	jg3932.t1.intron5	FBtr0222464.intron5	jg871.t1.intron5	FBtr0079320.intron5	jg786.t1.intron6
OG0001771.intron2	jg3934.t1.intron2	FBtr0347995.intron2	jg869.t1.intron2	FBtr0273247.intron2	jg785.t1.intron2
OG0001771.intron3	jg3934.t1.intron3	FBtr0347995.intron3	jg869.t1.intron3	FBtr0273247.intron3	jg785.t1.intron3
OG0001771.intron7	jg3934.t1.intron7	FBtr0347995.intron7	jg869.t1.intron7	FBtr0273247.intron7	jg785.t1.intron7
OG0001771.intron8	jg3934.t1.intron8	FBtr0347995.intron8	jg869.t1.intron8	FBtr0273247.intron8	jg785.t1.intron8
OG0001771.intron10	jg3934.t1.intron10	FBtr0347995.intron11	jg869.t1.intron10	FBtr0273247.intron11	jg785.t1.intron10
OG0001772.intron2	jg3935.t1.intron2	FBtr0363798.intron2	jg867.t1.intron2	FBtr0079312.intron10	jg783.t1.intron2
OG0001773.intron1	jg3937.t1.intron1	FBtr0222459.intron1	jg865.t1.intron1	FBtr0079310.intron1	jg781.t1.intron1
OG0001773.intron2	jg3937.t1.intron2	FBtr0222459.intron2	jg865.t1.intron2	FBtr0079310.intron2	jg781.t1.intron2
OG0001773.intron3	jg3937.t1.intron3	FBtr0222459.intron3	jg865.t1.intron3	FBtr0079310.intron3	jg781.t1.intron3
OG0001773.intron4	jg3937.t1.intron4	FBtr0222459.intron4	jg865.t1.intron4	FBtr0079310.intron4	jg781.t1.intron4
OG0001773.intron5	jg3937.t1.intron5	FBtr0222459.intron5	jg865.t1.intron5	FBtr0079310.intron5	jg781.t1.intron5
OG0001774.intron1	jg3938.t1.intron1	FBtr0223337.intron1	jg864.t1.intron1	FBtr0079299.intron1	jg780.t1.intron1
OG0001775.intron1	jg3939.t1.intron1	FBtr0354659.intron1	jg863.t1.intron1	FBtr0329893.intron1	jg779.t1.intron1
OG0001775.intron2	jg3939.t1.intron2	FBtr0354659.intron2	jg863.t1.intron2	FBtr0329893.intron2	jg779.t1.intron2
OG0001775.intron3	jg3939.t1.intron3	FBtr0354659.intron3	jg863.t1.intron3	FBtr0329893.intron3	jg779.t1.intron3
OG0001775.intron4	jg3939.t1.intron4	FBtr0354659.intron4	jg863.t1.intron4	FBtr0329893.intron4	jg779.t1.intron4
OG0001776.intron1	jg3940.t1.intron1	FBtr0350665.intron1	jg862.t1.intron1	FBtr0329943.intron1	jg778.t2.intron1
OG0001776.intron2	jg3940.t1.intron2	FBtr0350665.intron2	jg862.t1.intron2	FBtr0329943.intron2	jg778.t2.intron2
OG0001776.intron5	jg3940.t1.intron5	FBtr0350665.intron5	jg862.t1.intron5	FBtr0329943.intron5	jg778.t2.intron5
OG0001776.intron6	jg3940.t1.intron6	FBtr0350665.intron6	jg862.t1.intron6	FBtr0329943.intron6	jg778.t2.intron6
OG0001776.intron7	jg3940.t1.intron7	FBtr0350665.intron7	jg862.t1.intron7	FBtr0329943.intron7	jg778.t2.intron7
OG0001776.intron8	jg3940.t1.intron8	FBtr0350665.intron8	jg862.t1.intron8	FBtr0329943.intron8	jg778.t2.intron8
OG0001776.intron9	jg3940.t1.intron9	FBtr0350665.intron9	jg862.t1.intron9	FBtr0329943.intron9	jg778.t2.intron9
OG0001776.intron10	jg3940.t1.intron10	FBtr0350665.intron10	jg862.t1.intron10	FBtr0329943.intron10	jg778.t2.intron10
OG0001776.intron11	jg3940.t1.intron11	FBtr0350665.intron11	jg862.t1.intron11	FBtr0329943.intron11	jg778.t2.intron11
OG0001776.intron12	jg3940.t1.intron12	FBtr0350665.intron12	jg862.t1.intron12	FBtr0329943.intron12	jg778.t2.intron12
OG0001777.intron1	jg3941.t1.intron1	FBtr0348404.intron1	jg861.t1.intron1	FBtr0300056.intron1	jg777.t1.intron1
OG0001777.intron2	jg3941.t1.intron2	FBtr0348404.intron2	jg861.t1.intron2	FBtr0300056.intron2	jg777.t1.intron2
OG0001778.intron3	jg3942.t1.intron1	FBtr0354068.intron1	jg860.t1.intron1	FBtr0079305.intron1	jg776.t1.intron3
OG0001778.intron4	jg3942.t1.intron2	FBtr0354068.intron2	jg860.t1.intron2	FBtr0079305.intron2	jg776.t1.intron4
OG0001778.intron5	jg3942.t1.intron3	FBtr0354068.intron3	jg860.t1.intron3	FBtr0079305.intron3	jg776.t1.intron5
OG0001781.intron4	jg3947.t1.intron4	FBtr0348649.intron4	jg855.t1.intron4	FBtr0331216.intron4	jg772.t1.intron2
OG0001781.intron8	jg3947.t1.intron8	FBtr0348649.intron8	jg855.t1.intron8	FBtr0331216.intron8	jg772.t1.intron6
OG0001781.intron9	jg3947.t1.intron9	FBtr0348649.intron9	jg855.t1.intron9	FBtr0331216.intron9	jg772.t1.intron7
OG0001781.intron13	jg3947.t1.intron13	FBtr0348649.intron12	jg855.t1.intron13	FBtr0331216.intron12	jg772.t1.intron11
OG0001781.intron14	jg3947.t1.intron14	FBtr0348649.intron13	jg855.t1.intron14	FBtr0331216.intron13	jg772.t1.intron12
OG0001781.intron15	jg3947.t1.intron15	FBtr0348649.intron14	jg855.t1.intron15	FBtr0331216.intron14	jg772.t1.intron13
OG0001781.intron16	jg3947.t1.intron16	FBtr0348649.intron15	jg855.t1.intron16	FBtr0331216.intron15	jg772.t1.intron14
OG0001782.intron3	jg3949.t1.intron2	FBtr0223341.intron3	jg854.t1.intron3	FBtr0079336.intron3	jg771.t1.intron3
OG0001783.intron1	jg3950.t1.intron1	FBtr0222451.intron1	jg853.t1.intron1	FBtr0079384.intron1	jg770.t1.intron1
OG0001783.intron2	jg3950.t1.intron2	FBtr0222451.intron2	jg853.t1.intron2	FBtr0079384.intron2	jg770.t1.intron2
OG0001783.intron3	jg3950.t1.intron3	FBtr0222451.intron3	jg853.t1.intron3	FBtr0079384.intron3	jg770.t1.intron3
OG0001784.intron6	jg3951.t2.intron6	FBtr0354622.intron4	jg852.t2.intron6	FBtr0079381.intron4	jg769.t2.intron6
OG0001784.intron7	jg3951.t2.intron7	FBtr0354622.intron5	jg852.t2.intron7	FBtr0079381.intron5	jg769.t2.intron7
OG0001787.intron1	jg3955.t1.intron1	FBtr0355277.intron1	jg848.t1.intron1	FBtr0300821.intron1	jg763.t1.intron1
OG0001787.intron2	jg3955.t1.intron2	FBtr0355277.intron2	jg848.t1.intron2	FBtr0300821.intron2	jg763.t1.intron2
OG0001787.intron3	jg3955.t1.intron3	FBtr0355277.intron3	jg848.t1.intron3	FBtr0300821.intron3	jg763.t1.intron3
OG0001788.intron1	jg3956.t1.intron1	FBtr0352756.intron1	jg846.t1.intron1	FBtr0079341.intron1	jg762.t1.intron1
OG0001788.intron4	jg3956.t1.intron4	FBtr0352756.intron4	jg846.t1.intron4	FBtr0079341.intron4	jg762.t1.intron4
OG0001790.intron1	jg3959.t1.intron1	FBtr0357073.intron1	jg844.t1.intron1	FBtr0079343.intron1	jg759.t1.intron1
OG0001790.intron2	jg3959.t1.intron2	FBtr0357073.intron2	jg844.t1.intron2	FBtr0079343.intron2	jg759.t1.intron2
OG0001790.intron3	jg3959.t1.intron3	FBtr0357073.intron3	jg844.t1.intron3	FBtr0079343.intron3	jg759.t1.intron3
OG0001791.intron2	jg3960.t1.intron2	FBtr0362064.intron2	jg843.t1.intron1	FBtr0079374.intron2	jg758.t1.intron2
OG0001791.intron3	jg3960.t1.intron3	FBtr0362064.intron3	jg843.t1.intron2	FBtr0079374.intron3	jg758.t1.intron3
OG0001791.intron4	jg3960.t1.intron4	FBtr0362064.intron4	jg843.t1.intron3	FBtr0079374.intron4	jg758.t1.intron4
OG0001791.intron5	jg3960.t1.intron5	FBtr0362064.intron5	jg843.t1.intron4	FBtr0079374.intron5	jg758.t1.intron5
OG0001792.intron2	jg3961.t1.intron2	FBtr0350461.intron2	jg841.t1.intron3	FBtr0079344.intron2	jg757.t1.intron4
OG0001792.intron3	jg3961.t1.intron3	FBtr0350461.intron3	jg841.t1.intron4	FBtr0079344.intron3	jg757.t1.intron5
OG0001792.intron4	jg3961.t1.intron4	FBtr0350461.intron4	jg841.t1.intron5	FBtr0079344.intron4	jg757.t1.intron6
OG0001792.intron7	jg3961.t1.intron7	FBtr0350461.intron7	jg841.t1.intron8	FBtr0079344.intron7	jg757.t1.intron9
OG0001792.intron8	jg3961.t1.intron8	FBtr0350461.intron8	jg841.t1.intron9	FBtr0079344.intron8	jg757.t1.intron10
OG0001792.intron9	jg3961.t1.intron9	FBtr0350461.intron9	jg841.t1.intron10	FBtr0079344.intron9	jg757.t1.intron11
OG0001792.intron10	jg3961.t1.intron10	FBtr0350461.intron10	jg841.t1.intron11	FBtr0079344.intron10	jg757.t1.intron12
OG0001792.intron11	jg3961.t1.intron11	FBtr0350461.intron11	jg841.t1.intron12	FBtr0079344.intron11	jg757.t1.intron13
OG0001795.intron1	jg3964.t1.intron1	FBtr0356716.intron1	jg838.t1.intron1	FBtr0079371.intron1	jg754.t1.intron1
OG0001795.intron2	jg3964.t1.intron2	FBtr0356716.intron2	jg838.t1.intron2	FBtr0079371.intron2	jg754.t1.intron2
OG0001795.intron3	jg3964.t1.intron3	FBtr0356716.intron3	jg838.t1.intron3	FBtr0079371.intron3	jg754.t1.intron3
OG0001795.intron4	jg3964.t1.intron4	FBtr0356716.intron4	jg838.t1.intron4	FBtr0079371.intron4	jg754.t1.intron4
OG0001797.intron1	jg3967.t1.intron1	FBtr0222442.intron1	jg835.t1.intron1	FBtr0079369.intron1	jg751.t1.intron1
OG0001798.intron1	jg4463.t1.intron1	FBtr0223349.intron1	jg833.t1.intron1	FBtr0079346.intron1	jg749.t1.intron1
OG0001799.intron1	jg4462.t1.intron1	FBtr0360774.intron1	jg832.t1.intron1	FBtr0332327.intron1	jg748.t1.intron1
OG0001799.intron5	jg4462.t1.intron5	FBtr0360774.intron5	jg832.t1.intron5	FBtr0332327.intron5	jg748.t1.intron5
OG0001799.intron8	jg4462.t1.intron8	FBtr0360774.intron8	jg832.t1.intron8	FBtr0332327.intron8	jg748.t1.intron8
