OG	Dsan_STOCAGO1482	Dsim_w501	Dtei_GT53w	Dyak_NY73PB	Dmel_ISO1
OG0002823.intron3	jg7112.t1.intron3	FBtr0224183.intron3	jg14268.t1.intron3	jg13643.t1.intron3	FBtr0081388.intron3
OG0002823.intron4	jg7112.t1.intron4	FBtr0224183.intron4	jg14268.t1.intron4	jg13643.t1.intron4	FBtr0081388.intron4
OG0002823.intron5	jg7112.t1.intron5	FBtr0224183.intron5	jg14268.t1.intron5	jg13643.t1.intron5	FBtr0081388.intron5
OG0002823.intron6	jg7112.t1.intron6	FBtr0224183.intron6	jg14268.t1.intron6	jg13643.t1.intron6	FBtr0081388.intron6
OG0002823.intron7	jg7112.t1.intron7	FBtr0224183.intron7	jg14268.t1.intron7	jg13643.t1.intron7	FBtr0081388.intron7
OG0002824.intron1	jg5704.t1.intron1	FBtr0221600.intron1	jg14267.t1.intron1	jg9733.t1.intron1	FBtr0290059.intron1
OG0002824.intron3	jg5704.t1.intron3	FBtr0221600.intron3	jg14267.t1.intron4	jg9733.t1.intron3	FBtr0290059.intron3
OG0002824.intron4	jg5704.t1.intron4	FBtr0221600.intron4	jg14267.t1.intron5	jg9733.t1.intron4	FBtr0290059.intron4
OG0002824.intron5	jg5704.t1.intron5	FBtr0221600.intron5	jg14267.t1.intron6	jg9733.t1.intron5	FBtr0290059.intron5
OG0002825.intron1	jg5703.t1.intron1	FBtr0361911.intron1	jg14266.t1.intron1	jg9734.t1.intron1	FBtr0081390.intron1
OG0002825.intron2	jg5703.t1.intron2	FBtr0361911.intron2	jg14266.t1.intron2	jg9734.t1.intron2	FBtr0081390.intron2
OG0002825.intron3	jg5703.t1.intron3	FBtr0361911.intron3	jg14266.t1.intron3	jg9734.t1.intron3	FBtr0081390.intron3
OG0002825.intron4	jg5703.t1.intron4	FBtr0361911.intron4	jg14266.t1.intron4	jg9734.t1.intron4	FBtr0081390.intron4
OG0002825.intron5	jg5703.t1.intron5	FBtr0361911.intron5	jg14266.t1.intron5	jg9734.t1.intron5	FBtr0081390.intron5
OG0002828.intron2	jg5700.t1.intron2	FBtr0365236.intron4	jg14263.t1.intron2	jg9737.t1.intron2	FBtr0081397.intron3
OG0002828.intron3	jg5700.t1.intron3	FBtr0365236.intron5	jg14263.t1.intron3	jg9737.t1.intron3	FBtr0081397.intron4
OG0002830.intron1	jg5697.t1.intron1	FBtr0349203.intron1	jg14259.t1.intron1	jg9741.t1.intron1	FBtr0081395.intron1
OG0002830.intron2	jg5697.t1.intron2	FBtr0349203.intron2	jg14259.t1.intron2	jg9741.t1.intron2	FBtr0081395.intron2
OG0002830.intron3	jg5697.t1.intron3	FBtr0349203.intron3	jg14259.t1.intron3	jg9741.t1.intron3	FBtr0081395.intron3
OG0002830.intron4	jg5697.t1.intron4	FBtr0349203.intron4	jg14259.t1.intron4	jg9741.t1.intron4	FBtr0081395.intron4
OG0002831.intron1	jg5696.t1.intron1	FBtr0221593.intron1	jg14258.t1.intron1	jg9742.t1.intron1	FBtr0081393.intron1
OG0002831.intron2	jg5696.t1.intron2	FBtr0221593.intron2	jg14258.t1.intron2	jg9742.t1.intron2	FBtr0081393.intron2
OG0002831.intron3	jg5696.t1.intron3	FBtr0221593.intron3	jg14258.t1.intron3	jg9742.t1.intron3	FBtr0081393.intron3
OG0002831.intron4	jg5696.t1.intron4	FBtr0221593.intron4	jg14258.t1.intron4	jg9742.t1.intron4	FBtr0081393.intron4
OG0002832.intron1	jg5695.t1.intron1	FBtr0351767.intron1	jg14257.t1.intron1	jg9743.t1.intron1	FBtr0081392.intron1
OG0002832.intron2	jg5695.t1.intron2	FBtr0351767.intron2	jg14257.t1.intron2	jg9743.t1.intron2	FBtr0081392.intron2
OG0002832.intron3	jg5695.t1.intron3	FBtr0351767.intron3	jg14257.t1.intron3	jg9743.t1.intron3	FBtr0081392.intron3
OG0002832.intron4	jg5695.t1.intron4	FBtr0351767.intron4	jg14257.t1.intron4	jg9743.t1.intron4	FBtr0081392.intron4
OG0002833.intron1	jg5694.t1.intron1	FBtr0221592.intron1	jg14256.t1.intron1	jg9744.t1.intron1	FBtr0081460.intron1
OG0002834.intron1	jg5693.t1.intron1	FBtr0224188.intron1	jg14255.t1.intron1	jg9745.t1.intron1	FBtr0081409.intron1
OG0002835.intron3	jg5692.t1.intron3	FBtr0221591.intron2	jg14254.t1.intron2	jg9746.t1.intron2	FBtr0081459.intron2
OG0002835.intron4	jg5692.t1.intron4	FBtr0221591.intron3	jg14254.t1.intron3	jg9746.t1.intron3	FBtr0081459.intron3
OG0002835.intron5	jg5692.t1.intron5	FBtr0221591.intron4	jg14254.t1.intron4	jg9746.t1.intron4	FBtr0081459.intron4
OG0002835.intron6	jg5692.t1.intron6	FBtr0221591.intron5	jg14254.t1.intron5	jg9746.t1.intron5	FBtr0081459.intron5
OG0002836.intron4	jg5691.t1.intron5	FBtr0224189.intron4	jg14253.t1.intron6	jg9747.t1.intron3	FBtr0305961.intron4
OG0002838.intron1	jg5689.t1.intron1	FBtr0224191.intron1	jg14251.t1.intron1	jg9749.t1.intron1	FBtr0081414.intron1
OG0002838.intron2	jg5689.t1.intron2	FBtr0224191.intron2	jg14251.t1.intron2	jg9749.t1.intron2	FBtr0081414.intron2
OG0002839.intron1	jg5688.t1.intron1	FBtr0354709.intron1	jg14250.t1.intron1	jg9750.t1.intron1	FBtr0089947.intron1
OG0002839.intron2	jg5688.t1.intron2	FBtr0354709.intron2	jg14250.t1.intron2	jg9750.t1.intron2	FBtr0089947.intron2
OG0002839.intron3	jg5688.t1.intron3	FBtr0354709.intron3	jg14250.t1.intron3	jg9750.t1.intron3	FBtr0089947.intron3
OG0002839.intron4	jg5688.t1.intron4	FBtr0354709.intron4	jg14250.t1.intron4	jg9750.t1.intron4	FBtr0089947.intron4
OG0002839.intron5	jg5688.t1.intron5	FBtr0354709.intron5	jg14250.t1.intron5	jg9750.t1.intron5	FBtr0089947.intron5
OG0002839.intron6	jg5688.t1.intron6	FBtr0354709.intron6	jg14250.t1.intron6	jg9750.t1.intron6	FBtr0089947.intron6
OG0002839.intron7	jg5688.t1.intron7	FBtr0354709.intron7	jg14250.t1.intron7	jg9750.t1.intron7	FBtr0089947.intron7
OG0002839.intron8	jg5688.t1.intron8	FBtr0354709.intron8	jg14250.t1.intron8	jg9750.t1.intron8	FBtr0089947.intron8
OG0002839.intron9	jg5688.t1.intron9	FBtr0354709.intron9	jg14250.t1.intron9	jg9750.t1.intron9	FBtr0089947.intron9
OG0002840.intron3	jg5687.t1.intron3	FBtr0224192.intron2	jg14249.t1.intron3	jg9751.t1.intron2	FBtr0081416.intron2
OG0002841.intron1	jg5686.t1.intron1	FBtr0221589.intron1	jg14248.t1.intron1	jg9752.t1.intron1	FBtr0081455.intron1
OG0002841.intron2	jg5686.t1.intron2	FBtr0221589.intron2	jg14248.t1.intron2	jg9752.t1.intron2	FBtr0081455.intron2
OG0002841.intron3	jg5686.t1.intron3	FBtr0221589.intron3	jg14248.t1.intron3	jg9752.t1.intron3	FBtr0081455.intron3
OG0002841.intron4	jg5686.t1.intron4	FBtr0221589.intron4	jg14248.t1.intron4	jg9752.t1.intron4	FBtr0081455.intron4
OG0002842.intron1	jg5683.t1.intron1	FBtr0224194.intron1	jg14245.t1.intron1	jg9755.t1.intron1	FBtr0081422.intron1
OG0002842.intron2	jg5683.t1.intron2	FBtr0224194.intron2	jg14245.t1.intron2	jg9755.t1.intron2	FBtr0081422.intron2
OG0002842.intron3	jg5683.t1.intron3	FBtr0224194.intron3	jg14245.t1.intron3	jg9755.t1.intron3	FBtr0081422.intron3
OG0002843.intron2	jg1978.t1.intron2	FBtr0221583.intron2	jg14243.t1.intron2	jg13146.t1.intron2	FBtr0290042.intron2
OG0002843.intron3	jg1978.t1.intron3	FBtr0221583.intron3	jg14243.t1.intron3	jg13146.t1.intron3	FBtr0290042.intron3
OG0002843.intron4	jg1978.t1.intron4	FBtr0221583.intron4	jg14243.t1.intron4	jg13146.t1.intron4	FBtr0290042.intron4
OG0002843.intron5	jg1978.t1.intron5	FBtr0221583.intron5	jg14243.t1.intron5	jg13146.t1.intron5	FBtr0290042.intron5
OG0002847.intron1	jg1983.t1.intron1	FBtr0360338.intron1	jg14237.t1.intron1	jg13140.t1.intron1	FBtr0081428.intron1
OG0002847.intron2	jg1983.t1.intron2	FBtr0360338.intron2	jg14237.t1.intron2	jg13140.t1.intron2	FBtr0081428.intron2
OG0002848.intron1	jg1984.t1.intron1	FBtr0224202.intron1	jg14236.t1.intron1	jg13139.t1.intron1	FBtr0081429.intron1
OG0002848.intron2	jg1984.t1.intron2	FBtr0224202.intron2	jg14236.t1.intron2	jg13139.t1.intron2	FBtr0081429.intron2
OG0002850.intron2	jg1986.t1.intron2	FBtr0352704.intron2	jg14234.t1.intron2	jg13137.t2.intron2	FBtr0330255.intron2
OG0002850.intron3	jg1986.t1.intron3	FBtr0352704.intron3	jg14234.t1.intron3	jg13137.t2.intron3	FBtr0330255.intron3
OG0002850.intron4	jg1986.t1.intron4	FBtr0352704.intron4	jg14234.t1.intron4	jg13137.t2.intron4	FBtr0330255.intron4
OG0002850.intron5	jg1986.t1.intron5	FBtr0352704.intron5	jg14234.t1.intron5	jg13137.t2.intron5	FBtr0330255.intron5
OG0002850.intron8	jg1986.t1.intron8	FBtr0352704.intron9	jg14234.t1.intron8	jg13137.t2.intron8	FBtr0330255.intron9
OG0002850.intron9	jg1986.t1.intron9	FBtr0352704.intron10	jg14234.t1.intron9	jg13137.t2.intron9	FBtr0330255.intron10
OG0002852.intron1	jg1989.t1.intron1	FBtr0221576.intron1	jg14232.t1.intron1	jg13135.t1.intron1	FBtr0081438.intron1
OG0002854.intron2	jg1992.t1.intron2	FBtr0359948.intron2	jg14228.t1.intron2	jg13131.t1.intron3	FBtr0081461.intron2
OG0002854.intron3	jg1992.t1.intron3	FBtr0359948.intron3	jg14228.t1.intron3	jg13131.t1.intron4	FBtr0081461.intron3
OG0002854.intron4	jg1992.t1.intron4	FBtr0359948.intron4	jg14228.t1.intron4	jg13131.t1.intron5	FBtr0081461.intron4
OG0002856.intron1	jg1995.t1.intron1	FBtr0357926.intron1	jg14226.t1.intron1	jg13129.t1.intron1	FBtr0329988.intron1
OG0002859.intron1	jg1999.t1.intron1	FBtr0358050.intron1	jg14222.t1.intron1	jg13123.t1.intron1	FBtr0114615.intron1
OG0002859.intron2	jg1999.t1.intron2	FBtr0358050.intron2	jg14222.t1.intron2	jg13123.t1.intron2	FBtr0114615.intron2
OG0002861.intron5	jg2003.t1.intron2	FBtr0358188.intron5	jg14219.t2.intron5	jg13121.t1.intron5	FBtr0299912.intron5
OG0002861.intron6	jg2003.t1.intron3	FBtr0358188.intron6	jg14219.t2.intron6	jg13121.t1.intron6	FBtr0299912.intron6
OG0002861.intron12	jg2003.t1.intron11	FBtr0358188.intron13	jg14219.t2.intron12	jg13121.t1.intron12	FBtr0299912.intron12
OG0002862.intron1	jg2005.t1.intron1	FBtr0361577.intron1	jg14218.t1.intron1	jg13120.t1.intron1	FBtr0306017.intron1
OG0002862.intron5	jg2005.t1.intron6	FBtr0361577.intron5	jg14218.t1.intron5	jg13120.t1.intron5	FBtr0306017.intron5
OG0002862.intron6	jg2005.t1.intron7	FBtr0361577.intron6	jg14218.t1.intron6	jg13120.t1.intron6	FBtr0306017.intron6
OG0002862.intron7	jg2005.t1.intron8	FBtr0361577.intron7	jg14218.t1.intron7	jg13120.t1.intron7	FBtr0306017.intron7
OG0002863.intron1	jg2006.t1.intron1	FBtr0224212.intron1	jg14217.t1.intron1	jg13119.t1.intron1	FBtr0081468.intron1
OG0002873.intron3	jg2027.t1.intron3	FBtr0364525.intron3	jg14201.t1.intron3	jg13104.t1.intron2	FBtr0110895.intron3
OG0002873.intron4	jg2027.t1.intron4	FBtr0364525.intron4	jg14201.t1.intron4	jg13104.t1.intron3	FBtr0110895.intron4
OG0002873.intron5	jg2027.t1.intron5	FBtr0364525.intron5	jg14201.t1.intron5	jg13104.t1.intron4	FBtr0110895.intron5
OG0002873.intron6	jg2027.t1.intron6	FBtr0364525.intron6	jg14201.t1.intron6	jg13104.t1.intron5	FBtr0110895.intron6
OG0002874.intron3	jg2029.t1.intron3	FBtr0353353.intron2	jg14200.t1.intron1	jg13103.t1.intron2	FBtr0081487.intron2
OG0002875.intron1	jg2030.t1.intron1	FBtr0352312.intron1	jg14198.t1.intron1	jg13101.t1.intron1	FBtr0331677.intron1
OG0002875.intron6	jg2030.t1.intron6	FBtr0352312.intron1	jg14198.t1.intron1	jg13101.t1.intron1	FBtr0331677.intron1
OG0002877.intron1	jg2033.t1.intron1	FBtr0224223.intron1	jg14196.t1.intron1	jg13098.t1.intron1	FBtr0081482.intron1
OG0002877.intron2	jg2033.t1.intron2	FBtr0224223.intron2	jg14196.t1.intron2	jg13098.t1.intron2	FBtr0081482.intron2
OG0002878.intron1	jg2034.t1.intron1	FBtr0364905.intron1	jg14195.t2.intron1	jg13097.t1.intron1	FBtr0081483.intron1
OG0002878.intron2	jg2034.t1.intron2	FBtr0364905.intron2	jg14195.t2.intron2	jg13097.t1.intron2	FBtr0081483.intron2
OG0002878.intron3	jg2034.t1.intron3	FBtr0364905.intron3	jg14195.t2.intron3	jg13097.t1.intron3	FBtr0081483.intron3
OG0002878.intron4	jg2034.t1.intron4	FBtr0364905.intron4	jg14195.t2.intron4	jg13097.t1.intron4	FBtr0081483.intron4
OG0002879.intron2	jg2035.t1.intron2	FBtr0351225.intron8	jg14194.t1.intron8	jg13096.t1.intron4	FBtr0081524.intron8
OG0002880.intron1	jg2039.t1.intron1	FBtr0359245.intron1	jg14193.t1.intron1	jg13093.t1.intron1	FBtr0081512.intron1
OG0002882.intron2	jg2042.t1.intron2	FBtr0351230.intron2	jg14191.t1.intron2	jg13092.t1.intron3	FBtr0273404.intron2
OG0002884.intron5	jg2045.t1.intron3	FBtr0350659.intron5	jg14188.t1.intron4	jg13090.t1.intron4	FBtr0333355.intron5
OG0002884.intron6	jg2045.t1.intron4	FBtr0350659.intron6	jg14188.t1.intron5	jg13090.t1.intron5	FBtr0333355.intron6
OG0002884.intron7	jg2045.t1.intron5	FBtr0350659.intron7	jg14188.t1.intron6	jg13090.t1.intron6	FBtr0333355.intron7
OG0002885.intron2	jg13340.t1.intron2	FBtr0352492.intron2	jg12909.t1.intron2	jg13030.t1.intron2	FBtr0085923.intron2
OG0002885.intron3	jg13340.t1.intron3	FBtr0352492.intron3	jg12909.t1.intron3	jg13030.t1.intron3	FBtr0085923.intron3
OG0002885.intron4	jg13340.t1.intron4	FBtr0352492.intron4	jg12909.t1.intron4	jg13030.t1.intron4	FBtr0085923.intron4
OG0002885.intron5	jg13340.t1.intron5	FBtr0352492.intron5	jg12909.t1.intron5	jg13030.t1.intron5	FBtr0085923.intron5
OG0002885.intron6	jg13340.t1.intron6	FBtr0352492.intron6	jg12909.t1.intron6	jg13030.t1.intron6	FBtr0085923.intron6
OG0002885.intron7	jg13340.t1.intron7	FBtr0352492.intron7	jg12909.t1.intron7	jg13030.t1.intron7	FBtr0085923.intron7
OG0002886.intron1	jg13341.t1.intron1	FBtr0221544.intron1	jg12910.t1.intron1	jg13029.t1.intron1	FBtr0085919.intron1
OG0002886.intron2	jg13341.t1.intron2	FBtr0221544.intron2	jg12910.t1.intron2	jg13029.t1.intron2	FBtr0085919.intron2
OG0002888.intron1	jg13343.t1.intron1	FBtr0224239.intron1	jg12912.t1.intron1	jg13027.t1.intron1	FBtr0085899.intron1
OG0002888.intron2	jg13343.t1.intron2	FBtr0224239.intron2	jg12912.t1.intron2	jg13027.t1.intron2	FBtr0085899.intron2
OG0002888.intron3	jg13343.t1.intron3	FBtr0224239.intron3	jg12912.t1.intron3	jg13027.t1.intron3	FBtr0085899.intron3
OG0002888.intron4	jg13343.t1.intron4	FBtr0224239.intron4	jg12912.t1.intron4	jg13027.t1.intron4	FBtr0085899.intron4
OG0002888.intron5	jg13343.t1.intron5	FBtr0224239.intron5	jg12912.t1.intron5	jg13027.t1.intron5	FBtr0085899.intron5
OG0002888.intron6	jg13343.t1.intron6	FBtr0224239.intron6	jg12912.t1.intron6	jg13027.t1.intron6	FBtr0085899.intron6
OG0002888.intron7	jg13343.t1.intron7	FBtr0224239.intron7	jg12912.t1.intron7	jg13027.t1.intron7	FBtr0085899.intron7
OG0002889.intron2	jg13344.t2.intron2	FBtr0358116.intron2	jg12913.t1.intron2	jg13025.t1.intron2	FBtr0085915.intron2
OG0002889.intron3	jg13344.t2.intron3	FBtr0358116.intron3	jg12913.t1.intron3	jg13025.t1.intron3	FBtr0085915.intron3
OG0002890.intron1	jg13345.t1.intron1	FBtr0221541.intron1	jg12914.t1.intron1	jg13024.t1.intron1	FBtr0085911.intron1
OG0002890.intron2	jg13345.t1.intron2	FBtr0221541.intron2	jg12914.t1.intron2	jg13024.t1.intron2	FBtr0085911.intron2
OG0002890.intron3	jg13345.t1.intron3	FBtr0221541.intron3	jg12914.t1.intron3	jg13024.t1.intron3	FBtr0085911.intron3
OG0002890.intron4	jg13345.t1.intron4	FBtr0221541.intron4	jg12914.t1.intron4	jg13024.t1.intron4	FBtr0085911.intron4
OG0002895.intron1	jg13358.t1.intron1	FBtr0224251.intron1	jg12929.t1.intron1	jg13013.t1.intron1	FBtr0089377.intron1
OG0002895.intron2	jg13358.t1.intron2	FBtr0224251.intron2	jg12929.t1.intron2	jg13013.t1.intron2	FBtr0089377.intron2
OG0002897.intron1	jg13425.t1.intron1	FBtr0221530.intron1	jg62.t1.intron1	jg13010.t1.intron1	FBtr0306060.intron1
OG0002899.intron1	jg13430.t1.intron1	FBtr0350030.intron1	jg57.t1.intron1	jg13000.t1.intron1	FBtr0100407.intron1
OG0002899.intron2	jg13430.t1.intron2	FBtr0350030.intron2	jg57.t1.intron2	jg13000.t1.intron2	FBtr0100407.intron2
OG0002899.intron3	jg13430.t1.intron3	FBtr0350030.intron3	jg57.t1.intron3	jg13000.t1.intron3	FBtr0100407.intron3
OG0002901.intron2	jg13462.t1.intron2	FBtr0349188.intron2	jg13661.t1.intron2	jg12966.t1.intron2	FBtr0111245.intron2
OG0002901.intron3	jg13462.t1.intron3	FBtr0349188.intron3	jg13661.t1.intron3	jg12966.t1.intron3	FBtr0111245.intron3
OG0002901.intron4	jg13462.t1.intron4	FBtr0349188.intron4	jg13661.t1.intron4	jg12966.t1.intron4	FBtr0111245.intron4
OG0002902.intron1	jg5.t1.intron1	FBtr0365258.intron1	jg3269.t2.intron1	jg12976.t1.intron1	FBtr0111125.intron1
OG0002902.intron2	jg5.t1.intron2	FBtr0365258.intron2	jg3269.t2.intron2	jg12976.t1.intron2	FBtr0111125.intron2
OG0002902.intron3	jg5.t1.intron3	FBtr0365258.intron3	jg3269.t2.intron3	jg12976.t1.intron3	FBtr0111125.intron3
OG0002904.intron1	jg4426.t1.intron1	FBtr0217651.intron1	jg14724.t1.intron1	jg12965.t1.intron1	FBtr0113781.intron1
OG0002904.intron2	jg4426.t1.intron2	FBtr0217651.intron2	jg14724.t1.intron2	jg12965.t1.intron2	FBtr0113781.intron2
OG0002904.intron3	jg4426.t1.intron3	FBtr0217651.intron3	jg14724.t1.intron3	jg12965.t1.intron3	FBtr0113781.intron3
OG0002906.intron2	jg842.t1.intron2	FBtr0347706.intron4	jg13700.t1.intron2	jg169.t1.intron2	FBtr0111268.intron4
OG0002909.intron1	jg816.t2.intron1	FBtr0357087.intron1	jg3978.t1.intron1	jg7693.t2.intron1	FBtr0086068.intron1
OG0002909.intron2	jg816.t2.intron2	FBtr0357087.intron2	jg3978.t1.intron2	jg7693.t2.intron2	FBtr0086068.intron2
OG0002909.intron3	jg816.t2.intron3	FBtr0357087.intron3	jg3978.t1.intron3	jg7693.t2.intron3	FBtr0086068.intron3
OG0002910.intron1	jg814.t1.intron1	FBtr0356753.intron1	jg3977.t1.intron1	jg7694.t1.intron1	FBtr0273208.intron1
OG0002910.intron2	jg814.t1.intron2	FBtr0356753.intron2	jg3977.t1.intron2	jg7694.t1.intron2	FBtr0273208.intron2
OG0002910.intron3	jg814.t1.intron3	FBtr0356753.intron3	jg3977.t1.intron3	jg7694.t1.intron3	FBtr0273208.intron3
OG0002910.intron4	jg814.t1.intron4	FBtr0356753.intron4	jg3977.t1.intron4	jg7694.t1.intron4	FBtr0273208.intron4
OG0002910.intron5	jg814.t1.intron5	FBtr0356753.intron5	jg3977.t1.intron5	jg7694.t1.intron5	FBtr0273208.intron5
OG0002913.intron1	jg808.t2.intron1	FBtr0354121.intron1	jg3973.t1.intron1	jg7697.t1.intron1	FBtr0086062.intron1
OG0002913.intron2	jg808.t2.intron2	FBtr0354121.intron2	jg3973.t1.intron2	jg7697.t1.intron2	FBtr0086062.intron2
OG0002913.intron3	jg808.t2.intron3	FBtr0354121.intron3	jg3973.t1.intron3	jg7697.t1.intron3	FBtr0086062.intron3
OG0002913.intron4	jg808.t2.intron4	FBtr0354121.intron4	jg3973.t1.intron4	jg7697.t1.intron4	FBtr0086062.intron4
OG0002913.intron5	jg808.t2.intron5	FBtr0354121.intron5	jg3973.t1.intron5	jg7697.t1.intron5	FBtr0086062.intron5
OG0002913.intron6	jg808.t2.intron6	FBtr0354121.intron6	jg3973.t1.intron6	jg7697.t1.intron6	FBtr0086062.intron6
OG0002913.intron7	jg808.t2.intron7	FBtr0354121.intron7	jg3973.t1.intron7	jg7697.t1.intron7	FBtr0086062.intron7
OG0002913.intron8	jg808.t2.intron8	FBtr0354121.intron8	jg3973.t1.intron8	jg7697.t1.intron8	FBtr0086062.intron8
OG0002913.intron9	jg808.t2.intron9	FBtr0354121.intron9	jg3973.t1.intron9	jg7697.t1.intron9	FBtr0086062.intron9
OG0002915.intron2	jg806.t1.intron2	FBtr0351313.intron3	jg3971.t1.intron2	jg7699.t1.intron2	FBtr0086060.intron2
OG0002915.intron3	jg806.t1.intron3	FBtr0351313.intron4	jg3971.t1.intron3	jg7699.t1.intron3	FBtr0086060.intron3
OG0002915.intron4	jg806.t1.intron4	FBtr0351313.intron5	jg3971.t1.intron4	jg7699.t1.intron4	FBtr0086060.intron4
OG0002915.intron5	jg806.t1.intron5	FBtr0351313.intron6	jg3971.t1.intron5	jg7699.t1.intron5	FBtr0086060.intron5
OG0002916.intron3	jg803.t1.intron3	FBtr0210262.intron3	jg3968.t1.intron3	jg7701.t1.intron2	FBtr0086058.intron3
OG0002916.intron4	jg803.t1.intron4	FBtr0210262.intron4	jg3968.t1.intron4	jg7701.t1.intron3	FBtr0086058.intron4
OG0002916.intron5	jg803.t1.intron5	FBtr0210262.intron5	jg3968.t1.intron5	jg7701.t1.intron4	FBtr0086058.intron5
OG0002916.intron6	jg803.t1.intron6	FBtr0210262.intron6	jg3968.t1.intron6	jg7701.t1.intron5	FBtr0086058.intron6
OG0002918.intron1	jg801.t1.intron1	FBtr0210260.intron1	jg3966.t1.intron1	jg7703.t1.intron1	FBtr0086057.intron1
OG0002918.intron2	jg801.t1.intron2	FBtr0210260.intron2	jg3966.t1.intron2	jg7703.t1.intron2	FBtr0086057.intron2
OG0002919.intron7	jg800.t1.intron7	FBtr0210295.intron5	jg3964.t1.intron2	jg7704.t1.intron8	FBtr0086044.intron5
OG0002919.intron8	jg800.t1.intron8	FBtr0210295.intron6	jg3964.t1.intron3	jg7704.t1.intron9	FBtr0086044.intron6
OG0002919.intron9	jg800.t1.intron9	FBtr0210295.intron7	jg3964.t1.intron4	jg7704.t1.intron10	FBtr0086044.intron7
OG0002919.intron10	jg800.t1.intron10	FBtr0210295.intron8	jg3964.t1.intron5	jg7704.t1.intron11	FBtr0086044.intron8
OG0002919.intron11	jg800.t1.intron11	FBtr0210295.intron9	jg3964.t1.intron6	jg7704.t1.intron12	FBtr0086044.intron9
OG0002919.intron12	jg800.t1.intron12	FBtr0210295.intron10	jg3964.t1.intron7	jg7704.t1.intron13	FBtr0086044.intron10
OG0002919.intron13	jg800.t1.intron13	FBtr0210295.intron11	jg3964.t1.intron8	jg7704.t1.intron14	FBtr0086044.intron11
OG0002919.intron14	jg800.t1.intron14	FBtr0210295.intron12	jg3964.t1.intron9	jg7704.t1.intron15	FBtr0086044.intron12
OG0002919.intron15	jg800.t1.intron15	FBtr0210295.intron13	jg3964.t1.intron10	jg7704.t1.intron16	FBtr0086044.intron13
OG0002919.intron16	jg800.t1.intron16	FBtr0210295.intron14	jg3964.t1.intron11	jg7704.t1.intron17	FBtr0086044.intron14
OG0002919.intron17	jg800.t1.intron17	FBtr0210295.intron15	jg3964.t1.intron12	jg7704.t1.intron18	FBtr0086044.intron15
OG0002919.intron18	jg800.t1.intron18	FBtr0210295.intron16	jg3964.t1.intron13	jg7704.t1.intron19	FBtr0086044.intron16
OG0002919.intron19	jg800.t1.intron19	FBtr0210295.intron17	jg3964.t1.intron14	jg7704.t1.intron20	FBtr0086044.intron17
OG0002919.intron20	jg800.t1.intron20	FBtr0210295.intron18	jg3964.t1.intron15	jg7704.t1.intron21	FBtr0086044.intron18
OG0002920.intron1	jg797.t1.intron1	FBtr0210258.intron1	jg3961.t1.intron1	jg7707.t1.intron1	FBtr0086052.intron1
OG0002920.intron2	jg797.t1.intron2	FBtr0210258.intron2	jg3961.t1.intron2	jg7707.t1.intron2	FBtr0086052.intron2
OG0002922.intron3	jg794.t2.intron4	FBtr0359360.intron3	jg3957.t1.intron3	jg7711.t1.intron4	FBtr0300553.intron3
OG0002922.intron4	jg794.t2.intron5	FBtr0359360.intron4	jg3957.t1.intron4	jg7711.t1.intron5	FBtr0300553.intron4
OG0002922.intron5	jg794.t2.intron6	FBtr0359360.intron5	jg3957.t1.intron5	jg7711.t1.intron6	FBtr0300553.intron5
OG0002922.intron6	jg794.t2.intron7	FBtr0359360.intron6	jg3957.t1.intron6	jg7711.t1.intron7	FBtr0300553.intron6
OG0002924.intron1	jg790.t1.intron1	FBtr0210255.intron1	jg3953.t1.intron3	jg7715.t1.intron1	FBtr0086032.intron1
OG0002924.intron5	jg790.t1.intron5	FBtr0210255.intron4	jg3953.t1.intron8	jg7715.t1.intron5	FBtr0086032.intron4
OG0002925.intron1	jg789.t1.intron1	FBtr0210254.intron1	jg3952.t1.intron1	jg7716.t1.intron1	FBtr0086031.intron1
OG0002926.intron2	jg786.t1.intron2	FBtr0364777.intron2	jg3949.t2.intron3	jg7718.t1.intron3	FBtr0335276.intron2
OG0002926.intron3	jg786.t1.intron3	FBtr0364777.intron3	jg3949.t2.intron4	jg7718.t1.intron4	FBtr0335276.intron3
OG0002926.intron5	jg786.t1.intron5	FBtr0364777.intron6	jg3949.t2.intron6	jg7718.t1.intron6	FBtr0335276.intron5
OG0002926.intron6	jg786.t1.intron6	FBtr0364777.intron7	jg3949.t2.intron7	jg7718.t1.intron7	FBtr0335276.intron6
OG0002926.intron7	jg786.t1.intron7	FBtr0364777.intron8	jg3949.t2.intron8	jg7718.t1.intron8	FBtr0335276.intron7
OG0002926.intron8	jg786.t1.intron8	FBtr0364777.intron9	jg3949.t2.intron9	jg7718.t1.intron9	FBtr0335276.intron8
OG0002927.intron1	jg785.t1.intron1	FBtr0210301.intron1	jg3948.t1.intron1	jg7719.t1.intron1	FBtr0085972.intron1
OG0002927.intron2	jg785.t1.intron2	FBtr0210301.intron2	jg3948.t1.intron2	jg7719.t1.intron2	FBtr0085972.intron2
